premise,choice1,choice2,question,difficulty,answer,label,split,input,output,task,option1,option2
I cleaned my skin.,My scar faded.,My itch went away.,effect,,1,0,train,"i cleaned my skin.
what was the effect?
(a) my scar faded
(b) my itch went away",my scar faded,copa,my scar faded,my itch went away
The boy avoided the tree.,A bird built a nest in the tree.,A cat got stuck in the tree.,cause,,1,0,train,"the boy avoided the tree.
what was the cause?
(a) a bird built a nest in the tree
(b) a cat got stuck in the tree",a bird built a nest in the tree,copa,a bird built a nest in the tree,a cat got stuck in the tree
The woman felt dizzy.,She was reminded of her childhood.,She remembered to take her medication.,effect,,2,1,train,"the woman felt dizzy.
what was the effect?
(a) she was reminded of her childhood
(b) she remembered to take her medication",she remembered to take her medication,copa,she was reminded of her childhood,she remembered to take her medication
The fugitive hid from the police.,The fugitive remained at large.,The police dropped the case.,effect,,1,0,train,"the fugitive hid from the police.
what was the effect?
(a) the fugitive remained at large
(b) the police dropped the case",the fugitive remained at large,copa,the fugitive remained at large,the police dropped the case
The woman visited her family.,She distrusted them.,She missed them.,cause,,2,1,train,"the woman visited her family.
what was the cause?
(a) she distrusted them
(b) she missed them",she missed them,copa,she distrusted them,she missed them
My friend was recovering from surgery.,I dropped her off at the hospital.,I brought her a card and flowers.,effect,,2,1,train,"my friend was recovering from surgery.
what was the effect?
(a) i dropped her off at the hospital
(b) i brought her a card and flowers",i brought her a card and flowers,copa,i dropped her off at the hospital,i brought her a card and flowers
I learned how to play the board game.,My friend got the rules wrong.,My friend explained the rules to me.,cause,,2,1,train,"i learned how to play the board game.
what was the cause?
(a) my friend got the rules wrong
(b) my friend explained the rules to me",my friend explained the rules to me,copa,my friend got the rules wrong,my friend explained the rules to me
There was a nationwide manhunt for the kidnappers.,They accepted ransom money.,They escaped from jail.,cause,,2,1,train,"there was a nationwide manhunt for the kidnappers.
what was the cause?
(a) they accepted ransom money
(b) they escaped from jail",they escaped from jail,copa,they accepted ransom money,they escaped from jail
The room was dirty.,I opened the blinds.,I washed the windows.,effect,,2,1,train,"the room was dirty.
what was the effect?
(a) i opened the blinds
(b) i washed the windows",i washed the windows,copa,i opened the blinds,i washed the windows
A crater did not form on the moon.,A comet collided with the moon.,A comet passed by the moon.,cause,,2,1,train,"a crater did not form on the moon.
what was the cause?
(a) a comet collided with the moon
(b) a comet passed by the moon",a comet passed by the moon,copa,a comet collided with the moon,a comet passed by the moon
The speaker was defeated by her debate opponent.,The speaker won the debate.,The speaker congratulated her opponent.,effect,,2,1,train,"the speaker was defeated by her debate opponent.
what was the effect?
(a) the speaker won the debate
(b) the speaker congratulated her opponent",the speaker congratulated her opponent,copa,the speaker won the debate,the speaker congratulated her opponent
The coach gave his player a headshake.,The player got a penalty.,The player scored a point.,cause,,1,0,train,"the coach gave his player a headshake.
what was the cause?
(a) the player got a penalty
(b) the player scored a point",the player got a penalty,copa,the player got a penalty,the player scored a point
The woman felt creative.,She renovated her kitchen.,She adopted a cat.,effect,,1,0,train,"the woman felt creative.
what was the effect?
(a) she renovated her kitchen
(b) she adopted a cat",she renovated her kitchen,copa,she renovated her kitchen,she adopted a cat
My skin broke out into a rash.,I brushed against poison ivy in my yard.,I eradicated the poison ivy from my yard.,cause,,1,0,train,"my skin broke out into a rash.
what was the cause?
(a) i brushed against poison ivy in my yard
(b) i eradicated the poison ivy from my yard",i brushed against poison ivy in my yard,copa,i brushed against poison ivy in my yard,i eradicated the poison ivy from my yard
I had too many clothes to wash at the laundromat.,The machine powered on.,I ran out of laundry detergent.,effect,,2,1,train,"i had too many clothes to wash at the laundromat.
what was the effect?
(a) the machine powered on
(b) i ran out of laundry detergent",i ran out of laundry detergent,copa,the machine powered on,i ran out of laundry detergent
I smeared the stain on the floor.,I got rid of the stain.,I got dirt on the floor.,effect,,2,1,train,"i smeared the stain on the floor.
what was the effect?
(a) i got rid of the stain
(b) i got dirt on the floor",i got dirt on the floor,copa,i got rid of the stain,i got dirt on the floor
The mirror in the bathroom fogged up.,The girl applied her makeup.,The girl turned on the fan.,effect,,2,1,train,"the mirror in the bathroom fogged up.
what was the effect?
(a) the girl applied her makeup
(b) the girl turned on the fan",the girl turned on the fan,copa,the girl applied her makeup,the girl turned on the fan
The woman studied mental disorder treatment.,She was sent to a psychiatric institution.,She sought a career as a psychiatrist.,effect,,2,1,train,"the woman studied mental disorder treatment.
what was the effect?
(a) she was sent to a psychiatric institution
(b) she sought a career as a psychiatrist",she sought a career as a psychiatrist,copa,she was sent to a psychiatric institution,she sought a career as a psychiatrist
The woman's ring got dirty.,The ring went down the drain.,The woman polished the ring.,effect,,2,1,train,"the woman's ring got dirty.
what was the effect?
(a) the ring went down the drain
(b) the woman polished the ring",the woman polished the ring,copa,the ring went down the drain,the woman polished the ring
The terrorist set off the bomb.,The bomb was deactivated.,The bomb exploded.,effect,,2,1,train,"the terrorist set off the bomb.
what was the effect?
(a) the bomb was deactivated
(b) the bomb exploded",the bomb exploded,copa,the bomb was deactivated,the bomb exploded
The man caught a cold.,He sneezed.,He blushed.,effect,,1,0,train,"the man caught a cold.
what was the effect?
(a) he sneezed
(b) he blushed",he sneezed,copa,he sneezed,he blushed
The spy had many fake passports.,The spy bugged the enemy's phone.,The spy was hired by the government.,cause,,2,1,train,"the spy had many fake passports.
what was the cause?
(a) the spy bugged the enemys phone
(b) the spy was hired by the government",the spy was hired by the government,copa,the spy bugged the enemys phone,the spy was hired by the government
The clay took shape.,The potter put the clay in the oven.,The potter rolled the clay into a ball.,cause,,2,1,train,"the clay took shape.
what was the cause?
(a) the potter put the clay in the oven
(b) the potter rolled the clay into a ball",the potter rolled the clay into a ball,copa,the potter put the clay in the oven,the potter rolled the clay into a ball
The security guard could not identify the thief.,The surveillance camera was out of focus.,He noticed some suspicious activity.,cause,,1,0,train,"the security guard could not identify the thief.
what was the cause?
(a) the surveillance camera was out of focus
(b) he noticed some suspicious activity",the surveillance camera was out of focus,copa,the surveillance camera was out of focus,he noticed some suspicious activity
I wanted to conserve energy.,I swept the floor in the unoccupied room.,I shut off the light in the unoccupied room.,effect,,2,1,train,"i wanted to conserve energy.
what was the effect?
(a) i swept the floor in the unoccupied room
(b) i shut off the light in the unoccupied room",i shut off the light in the unoccupied room,copa,i swept the floor in the unoccupied room,i shut off the light in the unoccupied room
